基隆市,七堵區,,台灣鐵路局七堵機務段--大門左側,(02)2421-0148,崇禮街1-4號,121.715555,25.096111,,,自動補摺機,自動櫃員提款機,局外
基隆市,七堵區,,基隆商工--側門旁,(02)2421-0148,東新路22號,121.706222,25.095341,,,自動補摺機,自動櫃員提款機,局外
基隆市,七堵區,,基隆監理站--服務台旁,(02)2421-0148,實踐路296號,121.696388,25.088333,,,自動補摺機,自動櫃員提款機,局外
基隆市,七堵區,,陽明海運--會議室旁,(02)2421-0148,明德一路271號,121.711111,25.094444,,,自動補摺機,自動櫃員提款機,局外
基隆市,七堵區,,麗景天下社區--社區警衛室旁,(02)2421-0148,麗景一街2號,121.672499,25.086111,,,,自動櫃員提款機,局外
基隆市,七堵區,001103-3,基隆七堵郵局,(02)2456-1286,基隆市七堵區明德一路171號,121.71267549999999,25.097055500000007,自動櫃員機,,自動補摺機,,局內
基隆市,七堵區,001114-1,基隆六堵郵局,(02)2451-2153,基隆市七堵區工東街64號,121.70379550000001,25.0882435,自動櫃員機,,自動補摺機,,局內
基隆市,七堵區,001124-6,基隆百福郵局,(02)2451-2891,基隆市七堵區百五街93號,121.6979825,25.084316499999996,自動櫃員機,,自動補摺機,,局內
基隆市,中山區,,港務局第三貨櫃場--警衛室旁,(02)2421-0148,中山三路60號,121.743055,25.142222,,,自動補摺機,自動櫃員提款機,局外
基隆市,中山區,001105-1,基隆新民郵局,(02)2421-0158,基隆市中山區新民路19號,121.7363,25.130480000000002,自動櫃員機,,自動補摺機,,局內
基隆市,中山區,001110-7,基隆中山郵局,(02)2421-0160,基隆市中山區中華路3號,121.73840950000002,25.145283499999998,自動櫃員機,,自動補摺機,,局內
基隆市,中山區,001122-9,基隆復興路郵局,(02)2437-8290,基隆市中山區復興路38號,121.727,25.1418,自動櫃員機,,自動補摺機,,局內
基隆市,中山區,001123-2,基隆西定路郵局,(02)2421-0164,基隆市中山區西定路120號,121.73479400000001,25.134082000000006,自動櫃員機,,自動補摺機,,局內
基隆市,中正區,,OK超商--基隆建心店*, (02)2421-0148,祥豐街95-1~95-2號,121.764166,25.142222,,,,自動櫃員提款機,局外
基隆市,中正區,,中船造船廠--警衛室旁,(02)2421-0148,和一路224號,121.763055,25.155,,,,自動櫃員提款機,局外
基隆市,中正區,,海洋大學工學院--入口右側,(02)2421-0148,北寧路2號,121.772777,25.150833,,,,自動櫃員提款機,局外
基隆市,中正區,,海洋大學男三舍--餐廳旁,(02)2421-0148,北寧路2號,121.772777,25.150833,,,自動補摺機,自動櫃員提款機,局外
基隆市,中正區,,海洋大學食品館--大門左側,(02)2421-0148,北寧路2號,121.772777,25.150833,,,自動補摺機,自動櫃員提款機,局外
基隆市,中正區,,基隆海事學校--2樓實習輔導處旁,(02)2421-0148,祥豐街246號,121.771666,25.148055,,,,自動櫃員提款機,局外
基隆市,中正區,,基隆港務局大樓--1樓正廳左側,(02)2421-0148,中正路1號,121.743611,25.131944,,,自動補摺機,自動櫃員提款機,局外
基隆市,中正區,001101-6,基隆港東郵局,(02)2421-0156,基隆市中正區中正路56號,121.74538089999999,25.13417589999999,自動櫃員機,,自動補摺機,,局內
基隆市,中正區,001104-7,基隆中正郵局,(02)2462-3324,基隆市中正區中正路393巷18號,121.766096,25.151085,自動櫃員機,,自動補摺機,,局內
基隆市,中正區,001106-4,基隆和平島郵局,(02)2462-2371,基隆市中正區和一路129號,121.76371499999999,25.154940000000007,自動櫃員機,,自動補摺機,,局內
基隆市,中正區,001107-8,海洋大學郵局,(02)2462-1990,基隆市中正區北寧路2號,121.772736,25.150905500000004,自動櫃員機,,自動補摺機,,局內
基隆市,中正區,001111-1,基隆八斗子郵局,(02)2469-2134,基隆市中正區八斗街14號,121.79611100000001,25.139901000000002,自動櫃員機,,自動補摺機,,局內
